A1,A2,A3,A4,A5,A6,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B2,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,C1,C2,C3,D1,D2,E1,E2
male,35-54,secondary,low,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,3,2,78,28,NA,I would say staying on top of my health though it can be difficult
female,18-34,secondary,low,region1,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 4 7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,2,3,86,47,Neutral,Personally I think travelling when I can on a regular basis
female,18-34,primary,high,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,4,5,104,47,Neutral,Personally I think cooking at home even if it takes effort
female,18-34,secondary,high,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 3 7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,3,108,44,Strongly dissatisfied,In my experience learning new things as much as I can
male,55+,secondary,middle,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 6 8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,3,2,24,13,Neutral,Personally I think spending time with family and find it rewarding
female,18-34,tertiary or higher,low,region3,Urban,,FALSE,FALSE,FALSE,FALSE,FALSE,3 4 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4,4,2,99,41,Strongly dissatisfied,I really enjoy learning new things more than I used to
female,55+,secondary,middle,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 4 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,2,2,18,26,NA,I often find myself meeting up with friends and would recommend it
female,18-34,tertiary or higher,low,region2,Rural,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,4 6 8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,3,2,91,33,Strongly dissatisfied,I would say staying on top of my health when time allows
female,35-54,secondary,low,region3,Urban,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,5,3,38,35,Dissatisfied,In my experience keeping active outdoors whenever possible
female,35-54,tertiary or higher,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,4 6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,3,4,66,10,Dissatisfied,Personally I think travelling when I can depending on the season
female,18-34,tertiary or higher,high,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,1,1,84,41,Neutral,I would say travelling when I can more than I used to
male,18-34,secondary,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,2,84,45,NA,Most of the time I keeping active outdoors and would recommend it
female,18-34,secondary,high,region1,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 5 8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,3,3,66,44,Neutral,I really enjoy reading in my spare time even if it takes effort
male,35-54,secondary,middle,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,3,3,79,28,NA,I often find myself spending time with family even if it takes effort
male,18-34,secondary,high,region3,Urban,,FALSE,FALSE,FALSE,FALSE,FALSE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,5,92,41,Strongly dissatisfied,Most of the time I cooking at home and find it rewarding
female,35-54,tertiary or higher,low,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,3,4,59,43,Dissatisfied,I often find myself managing my schedule on a regular basis
male,18-34,tertiary or higher,high,region3,Urban,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,1 4 6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,1,102,38,NA,Most of the time I cooking at home though it can be difficult
female,35-54,secondary,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,1 3 7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,2,59,30,Neutral,I would say reading in my spare time on a regular basis
female,18-34,primary,low,region1,Rural,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,3,3,74,33,Strongly dissatisfied,Most of the time I travelling when I can even if it takes effort
male,35-54,secondary,middle,region3,Urban,2,FALSE,TRUE,FALSE,FALSE,FALSE,5 6 7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,1,2,71,31,NA,I really enjoy reading in my spare time even if it takes effort
female,18-34,secondary,high,region1,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,1 6 7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,4,1,77,40,Neutral,I really enjoy learning new things though it can be difficult
female,35-54,secondary,middle,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,2 6 7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,1,43,28,NA,I often find myself managing my schedule as much as I can
female,55+,primary,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,5,4,53,11,Neutral,I would say staying on top of my health more than I used to
female,35-54,tertiary or higher,low,region3,Urban,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,3 5 8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,4,61,15,Neutral,Most of the time I managing my schedule as much as I can
female,18-34,secondary,middle,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,4,2,119,30,NA,In my experience cooking at home on a regular basis
female,18-34,tertiary or higher,high,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,2 4 6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,3,62,39,NA,I often find myself reading in my spare time even if it takes effort
female,35-54,secondary,low,region3,Urban,1,TRUE,FALSE,FALSE,FALSE,FALSE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,4,2,46,33,NA,I would say spending time with family even if it takes effort
male,18-34,secondary,middle,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,1,43,37,NA,I often find myself spending time with family depending on the season
male,18-34,secondary,middle,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,6 7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,5,79,25,Dissatisfied,I would say travelling when I can as much as I can
male,35-54,secondary,low,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,1,1,102,30,Dissatisfied,In my experience reading in my spare time when time allows
male,35-54,secondary,middle,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,4 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,3,5,77,41,Neutral,Most of the time I spending time with family and find it rewarding
female,35-54,secondary,middle,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,2 5 6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,5,5,79,42,Neutral,Most of the time I keeping active outdoors whenever possible
male,35-54,secondary,middle,region2,Rural,3 5,FALSE,FALSE,TRUE,FALSE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,1,2,74,27,NA,I would say reading in my spare time as much as I can
male,18-34,tertiary or higher,low,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,3,2,105,44,Dissatisfied,Personally I think keeping active outdoors depending on the season
female,35-54,secondary,middle,region1,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,3 4 7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,3,4,77,30,NA,I would say staying on top of my health and find it rewarding
male,18-34,primary,low,region1,Rural,,FALSE,FALSE,FALSE,FALSE,FALSE,3 5 7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,4,5,88,42,NA,I really enjoy cooking at home more than I used to
female,35-54,tertiary or higher,low,region1,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,4 6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,4,1,50,15,Dissatisfied,I really enjoy keeping active outdoors depending on the season
female,18-34,secondary,low,region1,Rural,3,FALSE,FALSE,TRUE,FALSE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,2,2,94,48,Strongly dissatisfied,I often find myself learning new things depending on the season
male,55+,tertiary or higher,low,region2,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,4 7 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,2,2,8,6,NA,I often find myself managing my schedule and find it rewarding
female,18-34,secondary,high,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,5,5,70,36,Strongly dissatisfied,In my experience reading in my spare time even if it takes effort
male,18-34,secondary,low,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,3,5,61,38,Neutral,In my experience managing my schedule and find it rewarding
male,35-54,tertiary or higher,low,region3,Urban,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,2,49,18,Neutral,Most of the time I learning new things more than I used to
female,35-54,secondary,high,region3,Urban,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,5,1,22,15,Strongly dissatisfied,Most of the time I cooking at home and find it rewarding
female,55+,secondary,middle,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,4,3,12,12,NA,Personally I think managing my schedule when time allows
female,35-54,secondary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,4,3,85,19,Dissatisfied,I often find myself staying on top of my health when time allows
female,18-34,primary,low,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,3,100,16,Dissatisfied,I would say cooking at home depending on the season
female,18-34,secondary,high,region1,Rural,,FALSE,FALSE,FALSE,FALSE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,5,4,88,36,Dissatisfied,In my experience travelling when I can even if it takes effort
female,18-34,tertiary or higher,low,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,2,1,64,37,Strongly dissatisfied,Most of the time I reading in my spare time more than I used to
male,35-54,tertiary or higher,high,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,2,1,56,34,NA,Most of the time I learning new things though it can be difficult
male,18-34,tertiary or higher,middle,region2,Rural,2,FALSE,TRUE,FALSE,FALSE,FALSE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,1,1,110,40,Neutral,Personally I think reading in my spare time as much as I can
female,35-54,secondary,low,region1,Rural,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,3 4 7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,4,1,85,27,NA,I often find myself spending time with family as much as I can
female,35-54,secondary,low,region1,Rural,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,5,4,41,29,NA,Most of the time I spending time with family depending on the season
male,35-54,primary,high,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,3,53,26,NA,Most of the time I reading in my spare time depending on the season
male,18-34,tertiary or higher,high,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,4,94,25,Dissatisfied,Most of the time I managing my schedule as much as I can
male,35-54,tertiary or higher,middle,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,2,55,32,NA,I often find myself reading in my spare time on a regular basis
female,35-54,secondary,middle,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,5,3,63,18,Neutral,In my experience meeting up with friends depending on the season
female,18-34,tertiary or higher,low,region2,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,3,114,41,NA,Personally I think meeting up with friends even if it takes effort
female,35-54,tertiary or higher,middle,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,2,4,53,23,Strongly dissatisfied,I would say meeting up with friends when time allows
male,35-54,secondary,low,region2,Rural,1,TRUE,FALSE,FALSE,FALSE,FALSE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,4,5,58,7,NA,I really enjoy keeping active outdoors depending on the season
female,18-34,secondary,high,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,4,3,61,42,Strongly dissatisfied,Most of the time I managing my schedule even if it takes effort
male,18-34,secondary,middle,region3,Urban,2,FALSE,TRUE,FALSE,FALSE,FALSE,2 7 8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,3,4,91,33,NA,I really enjoy staying on top of my health though it can be difficult
female,18-34,secondary,low,region1,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,1 3 6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,5,98,45,Strongly dissatisfied,Most of the time I meeting up with friends and would recommend it
female,35-54,tertiary or higher,high,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,4,42,27,NA,I really enjoy managing my schedule though it can be difficult
female,18-34,tertiary or higher,low,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,1 5 6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,4,3,94,46,NA,Most of the time I meeting up with friends whenever possible
male,55+,tertiary or higher,middle,region3,Urban,4,FALSE,FALSE,FALSE,TRUE,FALSE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,3,4,59,16,NA,I would say learning new things even if it takes effort
female,35-54,tertiary or higher,low,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,4,74,33,Strongly dissatisfied,I really enjoy learning new things and find it rewarding
male,18-34,secondary,low,region2,Rural,,FALSE,FALSE,FALSE,FALSE,FALSE,1 5 6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,4,1,104,32,Neutral,I really enjoy staying on top of my health though it can be difficult
male,18-34,secondary,low,region3,Urban,,FALSE,FALSE,FALSE,FALSE,FALSE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,5,107,29,NA,Personally I think reading in my spare time and would recommend it
male,35-54,secondary,low,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,5,3,34,40,Strongly dissatisfied,I often find myself spending time with family as much as I can
female,18-34,secondary,low,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,5,74,38,Dissatisfied,I often find myself keeping active outdoors depending on the season
female,55+,primary,middle,region2,Rural,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,3 4 7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,4,2,17,10,Neutral,In my experience travelling when I can and find it rewarding
female,35-54,tertiary or higher,middle,region2,Rural,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,4,4,83,31,Strongly dissatisfied,I really enjoy meeting up with friends when time allows
female,18-34,secondary,middle,region2,Rural,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,3 4 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,4,92,39,Dissatisfied,I would say travelling when I can depending on the season
female,18-34,secondary,middle,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,5,5,70,41,Strongly dissatisfied,Most of the time I learning new things on a regular basis
male,55+,primary,low,region3,Urban,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,2,5,27,4,NA,Personally I think spending time with family when time allows
female,18-34,secondary,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,1,98,49,Neutral,Personally I think reading in my spare time more than I used to
female,18-34,secondary,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 4 7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,3,2,75,43,Strongly dissatisfied,I really enjoy keeping active outdoors more than I used to
male,35-54,secondary,low,region1,Rural,4,FALSE,FALSE,FALSE,TRUE,FALSE,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,5,86,28,NA,Most of the time I cooking at home though it can be difficult
male,35-54,primary,middle,region2,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 2 8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,3,37,39,NA,Personally I think keeping active outdoors whenever possible
female,18-34,tertiary or higher,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,5,90,41,Neutral,I would say managing my schedule as much as I can
male,18-34,secondary,high,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,5 8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,1,3,114,44,Neutral,Personally I think spending time with family more than I used to
female,55+,tertiary or higher,middle,region3,Urban,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,5,1,33,26,Dissatisfied,Most of the time I spending time with family depending on the season
female,18-34,secondary,high,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,61,30,Neutral,I really enjoy travelling when I can even if it takes effort
male,35-54,tertiary or higher,high,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,1,1,27,39,Neutral,I really enjoy staying on top of my health and find it rewarding
female,18-34,tertiary or higher,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,3,3,86,38,Neutral,Most of the time I staying on top of my health whenever possible
female,35-54,tertiary or higher,low,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,4,27,26,Strongly dissatisfied,I often find myself learning new things and would recommend it
male,18-34,secondary,low,region2,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,5 6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,5,64,40,NA,Personally I think staying on top of my health though it can be difficult
male,35-54,primary,high,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,2 5 8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,3,4,85,36,NA,I would say managing my schedule and would recommend it
female,18-34,tertiary or higher,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,5,1,95,43,Dissatisfied,Most of the time I meeting up with friends as much as I can
male,18-34,tertiary or higher,high,region1,Rural,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,4 5 6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,3,1,93,29,NA,Personally I think spending time with family more than I used to
male,18-34,secondary,middle,region2,Rural,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,1 2 6,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,2,3,109,44,Neutral,Most of the time I spending time with family though it can be difficult
male,35-54,secondary,low,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,5,1,63,28,Dissatisfied,I would say reading in my spare time and find it rewarding
female,18-34,tertiary or higher,middle,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,2 4 7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,2,3,85,32,Dissatisfied,I often find myself managing my schedule even if it takes effort
female,18-34,secondary,low,region1,Rural,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,3,2,101,47,NA,I often find myself meeting up with friends whenever possible
male,35-54,tertiary or higher,high,region1,Rural,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 4 6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,1,55,28,Neutral,I would say meeting up with friends as much as I can
male,18-34,secondary,low,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 6 8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,2,5,62,34,NA,Personally I think managing my schedule as much as I can
female,18-34,tertiary or higher,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,5,78,47,Neutral,I would say meeting up with friends whenever possible
male,18-34,tertiary or higher,low,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,3,5,103,32,Dissatisfied,Most of the time I travelling when I can even if it takes effort
female,35-54,secondary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,3,59,15,Strongly dissatisfied,I really enjoy meeting up with friends and find it rewarding
male,35-54,secondary,low,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,5,49,28,Strongly dissatisfied,I would say learning new things more than I used to
female,18-34,secondary,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,3,78,47,Dissatisfied,I would say cooking at home and would recommend it
male,18-34,secondary,low,region1,Rural,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 4 7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,1,95,49,Dissatisfied,I often find myself meeting up with friends and would recommend it
male,35-54,tertiary or higher,high,region1,Rural,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5,1,2,49,21,NA,Personally I think learning new things more than I used to
female,35-54,secondary,high,region1,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,3 5 7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,5,3,2,71,30,NA,Most of the time I spending time with family on a regular basis
female,35-54,tertiary or higher,high,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,1 3 8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,4,90,8,Strongly dissatisfied,Personally I think keeping active outdoors depending on the season
female,35-54,secondary,middle,region3,Urban,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,5 6 7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,4,4,67,18,NA,Most of the time I meeting up with friends though it can be difficult
female,18-34,secondary,high,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,5,1,104,41,Strongly dissatisfied,Personally I think spending time with family though it can be difficult
